10 : 213963, 362376, 526576, 549922, 433775, 516193, 298066, 313303, 625121, 220275, 520502, 125142, 64497, 219862, 928942, 801311, 172901, 688353, 508549, 239866, 294726, 465687, 465248, 46842, 291507, 947449, 507186, 176721, 209454, 519795, 473448, 279569, 154522, 286106, 692150, 703585, 827391, 429823, 210295, 941307, 210067, 533853, 331623, 432255, 520098, 20123, 313022, 17748, 508279, 623693, 366974, 752817, 169528, 179253, 904681, 523802, 300398, 880356, 298169, 930391, 209723, 312110, 949727, 291302, 316441, 425926, 22110, 430058, 63826, 841174, 493081, 426123, 169992, 711949, 689997, 929720, 490546, 169289, 166533, 330988, 298307, 619270, 433270, 794096, 180396, 794244, 98601, 288718, 289370, 703494, 180642, 807092, 988918, 432201, 806980, 753170, 297239, 992617, 320547, 316210
11 : 923135, 467148, 882945, 851789, 191336, 602219, 551626, 995621, 175367, 142116, 825487, 237201, 165703, 22250, 814659, 524679, 51122, 71640, 544952, 151548, 787525, 496904, 389423, 615497, 180816, 279215, 852902, 191258, 70810, 716659, 814964, 723499, 964696, 526276, 521961, 385252, 559601, 191030, 824465, 131106, 730251, 868634, 704665, 851615, 181319, 730317, 519965, 435760, 413147, 263241, 923225, 852385, 151376, 673489, 143971, 825763, 315452, 469133, 168473, 762025, 141531, 625928, 770990, 69850, 130733, 964908, 390146, 237405, 826041, 390147, 799350, 910799, 609801, 753346, 810088, 313295, 806212, 237923, 852753, 684490, 469120, 257002, 814743, 4762, 806141, 969214, 730316, 99133, 469274, 923824, 923610, 910776, 609704, 609725, 824098, 689860, 672308, 824256, 762035, 4697
12 : 847451, 264472, 200194, 843042, 272148, 193332, 260029, 74617, 2113, 708626, 540520, 215972, 113088, 517060, 912816, 743788, 866210, 916432, 880176, 265692, 201414, 733579, 905527, 207040, 842806, 847480, 842692, 60813, 853890, 390263, 562041, 223919, 848558, 831793, 635838, 781361, 273721, 194905, 889345, 560974, 734522, 932004, 276450, 197634, 561976, 265606, 201328, 75771, 270416, 206138, 378008, 868704, 724917, 706804, 561467, 635998, 670137, 963040, 855040, 826569, 957511, 843137, 677878, 595638, 670437, 265794, 201516, 725111, 919423, 932968, 16439, 563093, 746930, 15266, 14819, 730999, 911255, 756088, 798973, 886629, 216184, 49919, 60576, 696683, 857201, 518898, 878854, 99745, 670225, 725107, 224306, 564042, 564079, 13183, 191546, 564008, 931688, 923810, 563997, 390776
13 : 192538, 542638, 307216, 207984, 533552, 133522, 413072, 974951, 941157, 266890, 202612, 843919, 855997, 680146, 543711, 99025, 303406, 496661, 872157, 833633, 857411, 945734, 66957, 561211, 825865, 3609, 561274, 931891, 710374, 985511, 997013, 249063, 122511, 991031, 865240, 596481, 133095, 809562, 682539, 169659, 864170, 248427, 587110, 503553, 265106, 200828, 16808, 265754, 201476, 18319, 918545, 991196, 957547, 15015, 863703, 376097, 513985, 170076, 265396, 201118, 974689, 867988, 942665, 248902, 276368, 197552, 942769, 542392, 864860, 21179, 13102, 904713, 832528, 274940, 196124, 133524, 678602, 170030, 594141, 543219, 81759, 481526, 932152, 652476, 513250, 582149, 542941, 844432, 906497, 997112, 990875, 861121, 522080, 868867, 988161, 565610, 795468, 596084, 134090, 522078
14 : 63989, 526540, 797, 208548, 871611, 706695, 269222, 204944, 878764, 802436, 555866, 130251, 92440, 130820, 973247, 64727, 691380, 488633, 514554, 12330, 416526, 185789, 649234, 874496, 897009, 322536, 409538, 551817, 44273, 515239, 493040, 429434, 110262, 637382, 804378, 636919, 185882, 501457, 452493, 223628, 860104, 91790, 270989, 206711, 881298, 84496, 208474, 637066, 505280, 299867, 289330, 681654, 450297, 155663, 82652, 103181, 874905, 565207, 433093, 584652, 83049, 482972, 269277, 204999, 983167, 773223, 82815, 380938, 861015, 649785, 583570, 14341, 148622, 22144, 156120, 528271, 111651, 565920, 454795, 391711, 632501, 946275, 705421, 805801, 722217, 860352, 16124, 909930, 975701, 952928, 409300, 409216, 433429, 562875, 562464, 482225, 563664, 368880, 601274, 454220
15 : 869887, 499706, 248359, 496435, 492557, 162728, 25528, 44741, 43995, 469847, 112239, 84197, 147102, 435797, 79623, 505850, 349292, 108060, 43941, 255150, 902765, 535898, 781626, 450061, 113742, 502176, 227384, 262656, 780172, 104716, 795251, 660458, 370610, 57481, 616535, 100177, 407883, 423165, 72070, 466259, 298585, 261934, 114563, 82122, 30625, 659322, 310969, 254139, 857269, 104724, 111896, 23650, 327875, 293860, 659541, 81743, 533951, 50977, 795350, 57604, 501800, 961400, 780218, 683036, 779947, 237609, 682423, 779859, 724777, 254162, 840904, 465105, 508310, 823579, 515306, 800731, 961273, 961598, 504852, 465233, 483605, 806593, 113673, 254253, 237312, 129984, 93141, 963672, 329989, 93482, 234721, 502068, 806446, 43943, 106809, 332655, 918194, 969865, 409722, 970094
16 : 932929, 895021, 630964, 872128, 842005, 561762, 210434, 216703, 883024, 511050, 12877, 562412, 987600, 978715, 519198, 86821, 872342, 424268, 519174, 336562, 223902, 260074, 878041, 728687, 474159, 224196, 714896, 403421, 663426, 224453, 831187, 152370, 58485, 719601, 925276, 658428, 391053, 124994, 780753, 391440, 255788, 967417, 103148, 618936, 679790, 750924, 686634, 722073, 425717, 960091, 266474, 202196, 351792, 844703, 883108, 864066, 863583, 841932, 218249, 987336, 69606, 223703, 225161, 867806, 432058, 224186, 934854, 245048, 108265, 684893, 867801, 692899, 157702, 832431, 728773, 798929, 867765, 223877, 102595, 832092, 94646, 224188, 714583, 986823, 832118, 364369, 107170, 265606, 201328, 390404, 352400, 563318, 685252, 511690, 217222, 426178, 23370, 798456, 796217, 796844
17 : 931611, 520541, 268242, 203964, 266362, 202084, 394157, 886242, 956920, 739920, 843523, 158608, 222908, 130155, 840857, 13655, 696111, 840781, 931812, 989070, 16758, 48735, 106690, 864452, 597015, 111601, 70466, 17002, 460179, 966358, 190505, 836844, 598854, 526944, 104901, 241606, 393902, 58507, 394280, 629630, 265033, 200755, 679383, 704965, 158092, 48560, 868610, 104866, 17874, 541921, 419279, 538855, 316810, 869050, 224693, 620307, 870832, 191606, 956811, 839553, 720428, 629123, 862031, 931087, 736195, 381253, 393719, 868528, 247788, 718511, 595553, 519816, 209842, 411979, 628248, 874263, 223218, 573566, 628584, 487873, 579460, 521733, 268236, 203958, 225270, 394502, 108814, 227468, 111360, 601678, 481816, 862676, 862392, 865734, 579505, 803788, 724211, 117181, 882972, 394163
18 : 454868, 972536, 603453, 573705, 865686, 796645, 141280, 545553, 712281, 780768, 887214, 88757, 964643, 977120, 800616, 281760, 830041, 912416, 180498, 943754, 125422, 94545, 86631, 467058, 94238, 274171, 195355, 658192, 941202, 62329, 573363, 658218, 748477, 16507, 515493, 74821, 123770, 732899, 134029, 132376, 123999, 545955, 139348, 294751, 832277, 125178, 333830, 510357, 465877, 180374, 830851, 721699, 866648, 149847, 246931, 510375, 26202, 833722, 866802, 709366, 466937, 701435, 63947, 16543, 154080, 840385, 315732, 770400, 780732, 36593, 503491, 294478, 635793, 58892, 749036, 510779, 297307, 748713, 504339, 63762, 242188, 631977, 503525, 864195, 63379, 421525, 606924, 563489, 545483, 171298, 126762, 122907, 897908, 701657, 635668, 466326, 170737, 25262, 434884, 247250
19 : 543885, 124171, 663356, 123042, 101155, 594618, 886251, 50185, 15901, 14960, 123984, 67466, 564018, 14514, 869051, 390821, 511159, 987478, 13414, 868889, 841936, 362604, 879326, 383744, 839998, 126182, 61507, 59707, 223991, 394168, 832855, 848558, 732243, 103682, 103756, 732020, 410152, 885815, 269981, 205703, 13797, 914346, 909628, 60460, 682279, 868726, 540600, 886542, 394288, 579460, 929510, 901163, 867974, 902150, 223218, 594154, 803526, 885927, 395889, 840298, 394034, 363189, 543068, 217914, 664793, 878541, 876201, 954492, 45826, 879323, 70562, 664178, 905787, 249859, 153107, 206975, 396533, 842163, 391453, 14576, 885687, 19151, 962557, 563976, 12648, 514347, 395043, 840629, 885665, 224830, 629123, 226575, 905999, 868610, 921304, 394974, 258797, 272436, 193620, 222535
20 : 490064, 53668, 888727, 826916, 998058, 382339, 490731, 422035, 860018, 105549, 473737, 890947, 357121, 54616, 541593, 472327, 899971, 329068, 500123, 698895, 814320, 921462, 473534, 162803, 579037, 587884, 828212, 82927, 545328, 86661, 903369, 361988, 11960, 458800, 743215, 442913, 558650, 411763, 520359, 659953, 442696, 920816, 520678, 274841, 196025, 55736, 12369, 543353, 350127, 344185, 704584, 357486, 682630, 925843, 341223, 374273, 954796, 113885, 105722, 559021, 473167, 888901, 55132, 421453, 386628, 306186, 505422, 379032, 774710, 887759, 827227, 682558, 468112, 344579, 422112, 382669, 57580, 307708, 113419, 346559, 442761, 306578, 54836, 589531, 519210, 274553, 195737, 546573, 359780, 475757, 448233, 481713, 928637, 860624, 541161, 601801, 82246, 929092, 666481, 587404
21 : 114777, 305080, 571084, 90283, 905096, 152142, 852710, 427618, 160586, 525423, 302199, 385048, 776959, 689876, 337470, 151148, 292386, 122033, 295102, 526223, 52746, 560050, 365285, 674780, 365529, 51399, 790898, 428246, 151174, 94532, 825636, 494271, 122254, 337012, 42882, 534926, 106313, 124074, 869260, 498491, 152427, 776965, 805687, 122700, 51303, 357803, 547063, 563905, 825736, 776967, 312454, 365353, 337168, 366228, 190529, 278717, 114300, 94528, 570662, 261426, 525244, 710368, 501915, 151645, 99066, 523702, 554617, 321611, 554692, 104971, 497211, 190535, 290612, 94526, 161744, 187642, 787655, 293784, 104882, 498443, 30205, 261517, 776961, 365266, 59773, 306259, 337027, 497354, 559990, 554601, 566609, 337194, 234950, 214475, 214449, 30046, 105025, 440896, 4457, 4490
22 : 85465, 29945, 283953, 131103, 151447, 790734, 389886, 105286, 405077, 815335, 806080, 426749, 525794, 525215, 688334, 445486, 816569, 915967, 426451, 396951, 700271, 982506, 815277, 850252, 81703, 723270, 818256, 466823, 511357, 815035, 684422, 684755, 699245, 481329, 105995, 730383, 448994, 559569, 724554, 716524, 305012, 103409, 723215, 348340, 487399, 30276, 469156, 427122, 815475, 915411, 397040, 30035, 520724, 31091, 815293, 151455, 546068, 776721, 403270, 810913, 469121, 889099, 261528, 525733, 604010, 105818, 122082, 85443, 571817, 886310, 363397, 810003, 40262, 814838, 429041, 61496, 472860, 803987, 724529, 724538, 30171, 32170, 122002, 130949, 305045, 932260, 94976, 5408, 776801, 536469, 482791, 633279, 281276, 483146, 4784, 558357, 4957, 426465, 68360, 31629
23 : 681419, 447715, 93382, 525879, 459458, 720701, 537020, 248544, 992425, 708498, 546710, 255324, 575742, 159749, 426834, 279245, 84335, 447574, 421063, 778058, 440130, 100938, 528834, 660727, 911764, 261633, 281033, 176597, 870082, 979877, 491165, 564105, 175933, 220312, 501871, 603348, 446932, 659435, 294546, 490581, 637200, 746504, 451771, 376126, 509892, 61885, 211983, 342116, 487474, 931628, 369321, 99808, 281740, 790261, 711905, 330919, 210948, 337131, 309074, 333635, 599173, 571333, 584423, 491438, 250227, 351863, 248404, 872317, 294193, 350853, 189266, 875893, 294997, 177512, 350434, 965846, 931604, 585383, 607007, 90432, 343548, 352576, 91473, 902789, 447612, 957689, 437046, 364660, 350527, 122772, 290169, 176512, 219735, 526788, 452900, 931784, 452484, 363583, 686808, 364790
24 : 963457, 694693, 733030, 500319, 742444, 81790, 611410, 25378, 224632, 278646, 599103, 52603, 321572, 615280, 523330, 336845, 903876, 427618, 278637, 329231, 122037, 538729, 658416, 247261, 351599, 732269, 312701, 246578, 336838, 430796, 803951, 48529, 64101, 806145, 79808, 99682, 30419, 736352, 292358, 295690, 466968, 141695, 350608, 632994, 337463, 315632, 161791, 292674, 42429, 840044, 278798, 291979, 208379, 42549, 214360, 243182, 336770, 90128, 305381, 261703, 323663, 305330, 292201, 160073, 292520, 771957, 278998, 292192, 708731, 241796, 736496, 635607, 336989, 305019, 708719, 475114, 292222, 526223, 749719, 188787, 515459, 493981, 806386, 172451, 278674, 293693, 278815, 188768, 257992, 525082, 292781, 188771, 279275, 242430, 4623, 279489, 784790, 804007, 4554, 4630
25 : 455315, 740593, 5300, 449282, 30784, 710287, 270330, 206052, 112458, 219934, 719092, 95082, 525805, 397097, 569043, 69218, 75745, 747313, 735204, 746701, 58389, 299014, 840789, 684899, 957729, 365437, 381049, 70251, 465835, 823264, 85624, 124579, 485958, 234769, 531606, 169364, 569078, 82790, 467450, 89562, 660761, 345829, 342814, 957604, 434296, 524487, 133396, 545524, 14510, 436170, 720672, 449988, 397242, 684686, 214972, 717049, 726190, 735152, 31170, 497622, 529970, 717097, 559788, 87042, 268173, 203895, 465958, 120476, 279170, 985176, 421917, 724669, 921842, 70812, 16519, 326511, 70085, 69173, 249846, 252643, 248829, 717127, 364028, 474871, 385549, 279639, 28601, 467307, 530271, 422089, 465858, 814205, 292181, 514508, 514619, 381318, 814403, 292469, 87978, 719083
26 : 168672, 905618, 784949, 557461, 391789, 151338, 291931, 946094, 141701, 872699, 960990, 427087, 961155, 422856, 23448, 499584, 414358, 600852, 368838, 926623, 600663, 458358, 350478, 302247, 371380, 80054, 174766, 266819, 202541, 432501, 979585, 414181, 368856, 729927, 784788, 713978, 869861, 54540, 309588, 510247, 68364, 29576, 590943, 780133, 718019, 978851, 717813, 510252, 427104, 29924, 566528, 353367, 336660, 305119, 208379, 369459, 918783, 559733, 924153, 6827, 13776, 925006, 790153, 527457, 525274, 433174, 106152, 336645, 790870, 29483, 10487, 566510, 458835, 13710, 458536, 808825, 241053, 791127, 634527, 427215, 430486, 794330, 514648, 525650, 566480, 363510, 321507, 770595, 468178, 353320, 515955, 9899, 321539, 514206, 475114, 910741, 525190, 10021, 426756, 426883
27 : 511255, 401527, 176317, 255038, 340951, 6161, 645128, 58983, 158898, 900177, 232288, 434032, 929657, 515515, 712178, 352920, 863005, 527609, 128327, 376233, 599758, 113981, 417607, 173986, 800586, 96059, 183203, 271546, 192730, 421011, 770954, 247783, 826117, 261811, 104863, 573593, 70085, 525355, 419993, 547160, 292079, 930803, 450761, 559765, 573012, 645120, 773968, 559788, 869860, 864425, 417346, 802050, 753213, 822741, 991692, 571553, 232930, 158479, 913053, 421079, 743124, 297695, 176650, 365437, 637605, 106628, 780840, 742200, 211874, 800169, 572925, 5865, 828180, 717097, 110381, 174502, 955312, 559966, 925261, 560083, 903495, 364341, 717049, 802361, 140601, 814403, 58968, 353020, 296045, 366495, 176295, 717127, 176129, 291938, 363739, 278725, 955277, 5963, 955290, 291918
28 : 698428, 30733, 637078, 378693, 294190, 736348, 536720, 337056, 570976, 629140, 444458, 174716, 732946, 754149, 607518, 769901, 637383, 472390, 607937, 123529, 817003, 988017, 560055, 105159, 785230, 699493, 4472, 421551, 768739, 601236, 905617, 559828, 736733, 805994, 475351, 443701, 903009, 104362, 514965, 443530, 637570, 854024, 634491, 400672, 423008, 637662, 451826, 854182, 443780, 521880, 742247, 121953, 788119, 804067, 805629, 805254, 378708, 559842, 905133, 470884, 333573, 732989, 153962, 684418, 140542, 907104, 485281, 653177, 478039, 21772, 237960, 621908, 742315, 632125, 965124, 98185, 804076, 559733, 599914, 614982, 426089, 653519, 905032, 103826, 599088, 214306, 227825, 477926, 208287, 678307, 571604, 515173, 103965, 678649, 724824, 905060, 210568, 678265, 422521, 725057
29 : 102589, 37786, 6162, 43026, 792972, 987772, 787934, 797064, 756924, 828019, 38961, 786444, 767919, 467275, 786482, 477231, 795856, 953026, 700282, 770582, 56227, 906700, 786610, 906633, 906859, 442442, 981352, 770939, 718992, 476552, 637976, 788108, 38797, 823485, 477250, 540541, 569120, 797077, 768075, 907346, 878480, 790576, 770568, 907324, 796059, 37658, 768253, 436863, 38805, 638020, 615970, 715691, 768099, 442751, 994171, 885217, 924148, 685146, 822644, 911927, 763137, 885240, 768172, 787992, 56229, 930316, 908701, 823050, 537831, 885179, 568987, 437464, 768135, 768071, 5195, 770536, 540207, 640057, 632506, 979026, 906657, 686485, 763463, 983625, 475222, 391045, 5232, 763415, 442778, 786368, 715416, 638091, 678014, 640564, 792959, 793183, 556974, 555280, 555262, 5453
30 : 285066, 795262, 554654, 829424, 51123, 31454, 960798, 854028, 502178, 430621, 684705, 792762, 821949, 969390, 790718, 534571, 117162, 151172, 297413, 410004, 521888, 350511, 343125, 333397, 636192, 725716, 524952, 448353, 842355, 458177, 534714, 547506, 960983, 894264, 525648, 59670, 502156, 276067, 197251, 292109, 823965, 365808, 283707, 151183, 157737, 923172, 292422, 698837, 117094, 106715, 763423, 175211, 806530, 401003, 340557, 364268, 505300, 960914, 724754, 551695, 510127, 122240, 569579, 116973, 825758, 719163, 502151, 524808, 795510, 524882, 139826, 397646, 827790, 104846, 106032, 185088, 535195, 279302, 911628, 534585, 842429, 861021, 516922, 390014, 500063, 448616, 279053, 927813, 639196, 842322, 736536, 599948, 140175, 826344, 551649, 172473, 528396, 825845, 540700, 534527
31 : 595426, 631108, 699988, 466857, 525328, 151349, 498381, 847845, 292145, 889157, 718058, 584940, 787844, 149478, 19416, 326827, 703439, 14293, 708782, 432658, 254878, 693085, 297317, 70890, 183077, 264531, 200253, 248615, 458050, 586862, 15010, 458054, 102201, 151226, 18758, 376274, 523760, 371070, 465281, 530176, 179627, 323878, 668010, 376386, 583240, 526258, 243300, 750304, 667784, 282661, 631699, 989037, 436009, 899679, 900185, 721404, 370864, 989428, 787668, 168613, 900665, 473064, 473048, 71553, 225273, 746092, 151194, 93261, 440193, 573894, 307702, 548361, 151167, 475037, 376657, 549491, 633839, 497487, 324041, 256827, 887753, 114810, 955056, 594955, 4318, 324318, 549052, 101992, 953995, 603396, 749867, 401938, 703702, 401031, 401179, 4870, 5330, 4962, 4995, 5559
32 : 741625, 68408, 363361, 344493, 462124, 680034, 664749, 214972, 30362, 695806, 717127, 517919, 133906, 439578, 442823, 599100, 750954, 959172, 181612, 30433, 426553, 54539, 131383, 341969, 795783, 345870, 84713, 569043, 85899, 229915, 521867, 190488, 72392, 110347, 717097, 336797, 87259, 664324, 325780, 932261, 429694, 4956, 230040, 717049, 363838, 477543, 558383, 331390, 637184, 61869, 154808, 30634, 68614, 30252, 503138, 83332, 68438, 179057, 751111, 69218, 5407, 87369, 31497, 342814, 229563, 31528, 258811, 514619, 733307, 452361, 30326, 31912, 483609, 458750, 682536, 958499, 68503, 720672, 363497, 69608, 458313, 239262, 428737, 567930, 281121, 112458, 871446, 599126, 30920, 71999, 724669, 502522, 684695, 787559, 133114, 497454, 70085, 69173, 330332, 5300
33 : 333304, 40007, 884643, 604323, 781270, 11231, 281884, 318481, 889662, 544109, 471657, 674609, 931278, 646347, 977834, 664093, 212718, 60789, 222050, 675058, 778559, 771648, 942247, 722054, 667349, 504958, 60910, 87176, 802664, 767626, 676298, 983195, 648424, 159461, 621330, 696333, 112809, 757505, 358964, 995152, 674135, 966845, 604360, 323319, 771627, 760264, 524440, 65491, 757468, 230982, 87422, 191220, 959063, 757540, 673490, 71014, 445173, 781663, 221473, 637561, 69840, 324421, 615920, 802897, 675128, 746596, 427286, 789444, 995314, 763655, 211345, 779040, 437661, 770347, 992293, 617542, 757915, 238018, 568736, 60298, 100662, 474069, 100436, 39915, 673631, 648775, 646723, 893142, 893318, 237660, 646457, 100515, 39929, 615911, 676649, 996246, 994880, 676916, 994843, 995079
