13 : 918545, 991196, 957547, 15015, 863703, 376097, 513985, 170076, 265396, 201118, 974689, 867988, 942665, 248902, 276368, 197552, 942769, 542392, 864860, 21179, 13102, 904713, 832528, 274940, 196124, 133524, 678602, 170030, 594141, 543219, 81759, 481526, 932152, 652476, 513250, 582149, 542941, 844432, 906497, 997112, 990875, 861121, 522080, 868867, 988161, 565610, 795468, 596084, 134090, 522078
14 : 289330, 681654, 450297, 155663, 82652, 103181, 874905, 565207, 433093, 584652, 83049, 482972, 269277, 204999, 983167, 773223, 82815, 380938, 861015, 649785, 583570, 14341, 148622, 22144, 156120, 528271, 111651, 565920, 454795, 391711, 632501, 946275, 705421, 805801, 722217, 860352, 16124, 909930, 975701, 952928, 409300, 409216, 433429, 562875, 562464, 482225, 563664, 368880, 601274, 454220
15 : 111896, 23650, 327875, 293860, 659541, 81743, 533951, 50977, 795350, 57604, 501800, 961400, 780218, 683036, 779947, 237609, 682423, 779859, 724777, 254162, 840904, 465105, 508310, 823579, 515306, 800731, 961273, 961598, 504852, 465233, 483605, 806593, 113673, 254253, 237312, 129984, 93141, 963672, 329989, 93482, 234721, 502068, 806446, 43943, 106809, 332655, 918194, 969865, 409722, 970094
16 : 266474, 202196, 351792, 844703, 883108, 864066, 863583, 841932, 218249, 987336, 69606, 223703, 225161, 867806, 432058, 224186, 934854, 245048, 108265, 684893, 867801, 692899, 157702, 832431, 728773, 798929, 867765, 223877, 102595, 832092, 94646, 224188, 714583, 986823, 832118, 364369, 107170, 265606, 201328, 390404, 352400, 563318, 685252, 511690, 217222, 426178, 23370, 798456, 796217, 796844
17 : 419279, 538855, 316810, 869050, 224693, 620307, 870832, 191606, 956811, 839553, 720428, 629123, 862031, 931087, 736195, 381253, 393719, 868528, 247788, 718511, 595553, 519816, 209842, 411979, 628248, 874263, 223218, 573566, 628584, 487873, 579460, 521733, 268236, 203958, 225270, 394502, 108814, 227468, 111360, 601678, 481816, 862676, 862392, 865734, 579505, 803788, 724211, 117181, 882972, 394163
18 : 830851, 721699, 866648, 149847, 246931, 510375, 26202, 833722, 866802, 709366, 466937, 701435, 63947, 16543, 154080, 840385, 315732, 770400, 780732, 36593, 503491, 294478, 635793, 58892, 749036, 510779, 297307, 748713, 504339, 63762, 242188, 631977, 503525, 864195, 63379, 421525, 606924, 563489, 545483, 171298, 126762, 122907, 897908, 701657, 635668, 466326, 170737, 25262, 434884, 247250
19 : 929510, 901163, 867974, 902150, 223218, 594154, 803526, 885927, 395889, 840298, 394034, 363189, 543068, 217914, 664793, 878541, 876201, 954492, 45826, 879323, 70562, 664178, 905787, 249859, 153107, 206975, 396533, 842163, 391453, 14576, 885687, 19151, 962557, 563976, 12648, 514347, 395043, 840629, 885665, 224830, 629123, 226575, 905999, 868610, 921304, 394974, 258797, 272436, 193620, 222535
20 : 704584, 357486, 682630, 925843, 341223, 374273, 954796, 113885, 105722, 559021, 473167, 888901, 55132, 421453, 386628, 306186, 505422, 379032, 774710, 887759, 827227, 682558, 468112, 344579, 422112, 382669, 57580, 307708, 113419, 346559, 442761, 306578, 54836, 589531, 519210, 274553, 195737, 546573, 359780, 475757, 448233, 481713, 928637, 860624, 541161, 601801, 82246, 929092, 666481, 587404
21 : 312454, 365353, 337168, 366228, 190529, 278717, 114300, 94528, 570662, 261426, 525244, 710368, 501915, 151645, 99066, 523702, 554617, 321611, 554692, 104971, 497211, 190535, 290612, 94526, 161744, 187642, 787655, 293784, 104882, 498443, 30205, 261517, 776961, 365266, 59773, 306259, 337027, 497354, 559990, 554601, 566609, 337194, 234950, 214475, 214449, 30046, 105025, 440896, 4457, 4490
22 : 397040, 30035, 520724, 31091, 815293, 151455, 546068, 776721, 403270, 810913, 469121, 889099, 261528, 525733, 604010, 105818, 122082, 85443, 571817, 886310, 363397, 810003, 40262, 814838, 429041, 61496, 472860, 803987, 724529, 724538, 30171, 32170, 122002, 130949, 305045, 932260, 94976, 5408, 776801, 536469, 482791, 633279, 281276, 483146, 4784, 558357, 4957, 426465, 68360, 31629
23 : 369321, 99808, 281740, 790261, 711905, 330919, 210948, 337131, 309074, 333635, 599173, 571333, 584423, 491438, 250227, 351863, 248404, 872317, 294193, 350853, 189266, 875893, 294997, 177512, 350434, 965846, 931604, 585383, 607007, 90432, 343548, 352576, 91473, 902789, 447612, 957689, 437046, 364660, 350527, 122772, 290169, 176512, 219735, 526788, 452900, 931784, 452484, 363583, 686808, 364790
24 : 278798, 291979, 208379, 42549, 214360, 243182, 336770, 90128, 305381, 261703, 323663, 305330, 292201, 160073, 292520, 771957, 278998, 292192, 708731, 241796, 736496, 635607, 336989, 305019, 708719, 475114, 292222, 526223, 749719, 188787, 515459, 493981, 806386, 172451, 278674, 293693, 278815, 188768, 257992, 525082, 292781, 188771, 279275, 242430, 4623, 279489, 784790, 804007, 4554, 4630
25 : 720672, 449988, 397242, 684686, 214972, 717049, 726190, 735152, 31170, 497622, 529970, 717097, 559788, 87042, 268173, 203895, 465958, 120476, 279170, 985176, 421917, 724669, 921842, 70812, 16519, 326511, 70085, 69173, 249846, 252643, 248829, 717127, 364028, 474871, 385549, 279639, 28601, 467307, 530271, 422089, 465858, 814205, 292181, 514508, 514619, 381318, 814403, 292469, 87978, 719083
26 : 566528, 353367, 336660, 305119, 208379, 369459, 918783, 559733, 924153, 6827, 13776, 925006, 790153, 527457, 525274, 433174, 106152, 336645, 790870, 29483, 10487, 566510, 458835, 13710, 458536, 808825, 241053, 791127, 634527, 427215, 430486, 794330, 514648, 525650, 566480, 363510, 321507, 770595, 468178, 353320, 515955, 9899, 321539, 514206, 475114, 910741, 525190, 10021, 426756, 426883
27 : 417346, 802050, 753213, 822741, 991692, 571553, 232930, 158479, 913053, 421079, 743124, 297695, 176650, 365437, 637605, 106628, 780840, 742200, 211874, 800169, 572925, 5865, 828180, 717097, 110381, 174502, 955312, 559966, 925261, 560083, 903495, 364341, 717049, 802361, 140601, 814403, 58968, 353020, 296045, 366495, 176295, 717127, 176129, 291938, 363739, 278725, 955277, 5963, 955290, 291918
28 : 742247, 121953, 788119, 804067, 805629, 805254, 378708, 559842, 905133, 470884, 333573, 732989, 153962, 684418, 140542, 907104, 485281, 653177, 478039, 21772, 237960, 621908, 742315, 632125, 965124, 98185, 804076, 559733, 599914, 614982, 426089, 653519, 905032, 103826, 599088, 214306, 227825, 477926, 208287, 678307, 571604, 515173, 103965, 678649, 724824, 905060, 210568, 678265, 422521, 725057
29 : 615970, 715691, 768099, 442751, 994171, 885217, 924148, 685146, 822644, 911927, 763137, 885240, 768172, 787992, 56229, 930316, 908701, 823050, 537831, 885179, 568987, 437464, 768135, 768071, 5195, 770536, 540207, 640057, 632506, 979026, 906657, 686485, 763463, 983625, 475222, 391045, 5232, 763415, 442778, 786368, 715416, 638091, 678014, 640564, 792959, 793183, 556974, 555280, 555262, 5453
30 : 763423, 175211, 806530, 401003, 340557, 364268, 505300, 960914, 724754, 551695, 510127, 122240, 569579, 116973, 825758, 719163, 502151, 524808, 795510, 524882, 139826, 397646, 827790, 104846, 106032, 185088, 535195, 279302, 911628, 534585, 842429, 861021, 516922, 390014, 500063, 448616, 279053, 927813, 639196, 842322, 736536, 599948, 140175, 826344, 551649, 172473, 528396, 825845, 540700, 534527
31 : 631699, 989037, 436009, 899679, 900185, 721404, 370864, 989428, 787668, 168613, 900665, 473064, 473048, 71553, 225273, 746092, 151194, 93261, 440193, 573894, 307702, 548361, 151167, 475037, 376657, 549491, 633839, 497487, 324041, 256827, 887753, 114810, 955056, 594955, 4318, 324318, 549052, 101992, 953995, 603396, 749867, 401938, 703702, 401031, 401179, 4870, 5330, 4962, 4995, 5559
32 : 154808, 30634, 68614, 30252, 503138, 83332, 68438, 179057, 751111, 69218, 5407, 87369, 31497, 342814, 229563, 31528, 258811, 514619, 733307, 452361, 30326, 31912, 483609, 458750, 682536, 958499, 68503, 720672, 363497, 69608, 458313, 239262, 428737, 567930, 281121, 112458, 871446, 599126, 30920, 71999, 724669, 502522, 684695, 787559, 133114, 497454, 70085, 69173, 330332, 5300
33 : 87422, 191220, 959063, 757540, 673490, 71014, 445173, 781663, 221473, 637561, 69840, 324421, 615920, 802897, 675128, 746596, 427286, 789444, 995314, 763655, 211345, 779040, 437661, 770347, 992293, 617542, 757915, 238018, 568736, 60298, 100662, 474069, 100436, 39915, 673631, 648775, 646723, 893142, 893318, 237660, 646457, 100515, 39929, 615911, 676649, 996246, 994880, 676916, 994843, 995079
34 : 359420, 10487, 77775, 753345, 518561, 124832, 703322, 522141, 190187, 588070, 699646, 720753, 789023, 413105, 317042, 466643, 822600, 272506, 193690, 174611, 854005, 439789, 430472, 68341, 854149, 854040, 30621, 630175, 10746, 511429, 523314, 293048, 7058, 70158, 150585, 153767, 363724, 595750, 785934, 473396, 68317, 707409, 364021, 845487, 238380, 364563, 188171, 540894, 154168, 149480
35 : 641615, 697203, 521215, 61577, 517651, 927125, 225493, 771881, 15250, 408584, 621003, 920940, 935077, 214156, 394268, 680729, 386569, 753644, 226128, 940600, 59594, 868079, 729905, 87794, 5376, 368613, 238937, 942386, 792139, 76331, 238117, 13218, 69074, 296716, 920718, 680724, 59485, 58738, 240849, 15259, 15970, 393434, 641127, 791495, 76102, 392768, 845383, 6707, 5866, 5841
36 : 681364, 184270, 69075, 348492, 345977, 739897, 57038, 799787, 392767, 17441, 696944, 215707, 918222, 151908, 935239, 679852, 918781, 13178, 72696, 216888, 13918, 67073, 539737, 916065, 916809, 692721, 680663, 403107, 152327, 152616, 15251, 920941, 314250, 419897, 221371, 221457, 916056, 331976, 331196, 920719, 685009, 72336, 580180, 707838, 316027, 72420, 76101, 6708, 5867, 5842
37 : 422248, 867401, 563410, 369052, 76237, 991034, 354678, 749435, 490780, 807447, 549991, 686110, 183620, 874482, 83678, 127599, 477923, 641946, 328471, 706484, 771612, 710264, 641821, 99967, 857793, 63705, 479326, 565720, 124209, 317723, 641153, 419669, 723409, 924794, 39129, 118634, 333028, 144935, 991059, 189623, 190336, 441231, 4997, 745448, 925739, 107024, 33766, 808138, 35716, 5184
38 : 308126, 80770, 592104, 795495, 705929, 26987, 742168, 284202, 29597, 116200, 996037, 17925, 45987, 293478, 951092, 688198, 512106, 242348, 721405, 131795, 474656, 619768, 173984, 324615, 135445, 222799, 831863, 980683, 311211, 178098, 368979, 973798, 328306, 220975, 355875, 832127, 548399, 574628, 978863, 132200, 173565, 160369, 284610, 137232, 978240, 5341, 6187, 5177, 5500, 5023
39 : 55363, 458434, 761038, 892914, 254670, 777319, 979661, 601802, 406204, 518357, 155808, 742529, 157219, 69110, 972870, 726383, 552374, 602063, 304150, 265961, 201683, 988921, 763496, 132758, 862986, 826917, 280540, 84515, 988792, 83290, 685204, 458341, 113545, 895177, 85693, 110656, 149730, 619321, 82274, 503844, 23749, 458649, 689683, 869342, 587405, 415493, 690413, 750411, 477601, 720244
40 : 180877, 949328, 352902, 246714, 966937, 727929, 515246, 106343, 784414, 516964, 705641, 21556, 899672, 783939, 213595, 46150, 920292, 503266, 807956, 599204, 863434, 468120, 437120, 175045, 8409, 930719, 308355, 95067, 92701, 254667, 3206, 307564, 186591, 632609, 854607, 307089, 736242, 269018, 204740, 634783, 379937, 632378, 736313, 474658, 678598, 5163, 5214, 4867, 4773, 8307
41 : 667050, 374653, 4643, 542038, 823899, 519707, 820611, 217647, 904269, 753089, 683050, 897859, 352542, 405367, 980820, 574228, 322638, 670806, 162748, 673164, 42413, 352852, 374487, 870398, 673387, 50581, 673480, 896614, 775385, 292361, 778842, 822876, 673987, 825337, 543454, 865729, 825284, 480022, 778715, 707109, 779153, 877285, 924202, 832734, 807850, 304642, 543266, 995354, 950473, 672663
42 : 7135, 777061, 378661, 691381, 153877, 30903, 499982, 321983, 292678, 8105, 261924, 184784, 533398, 122518, 718592, 691243, 528658, 17516, 717763, 294086, 923161, 322192, 636509, 519535, 323026, 470188, 324012, 342458, 940534, 338968, 508667, 730157, 91711, 5224, 442262, 278728, 966941, 485882, 723289, 485446, 325817, 112971, 176619, 106646, 684403, 356305, 280744, 312344, 279441, 353533
43 : 501688, 950478, 112463, 107473, 836669, 612813, 309299, 353667, 14244, 711384, 613171, 294532, 214489, 436039, 335083, 723472, 121993, 341418, 122090, 122026, 711345, 692272, 401120, 294661, 695105, 929766, 694518, 803821, 550852, 581110, 121953, 474655, 20578, 723528, 903021, 13850, 342108, 307033, 189650, 16223, 178109, 113009, 700737, 903061, 695647, 323021, 698380, 698353, 5144, 6302
44 : 410068, 773125, 772314, 773772, 775113, 894565, 665033, 933029, 843983, 994228, 560712, 827078, 996267, 554459, 554037, 754360, 664225, 906810, 114624, 121875, 911423, 769994, 774093, 443110, 840236, 875872, 56788, 768396, 746398, 234283, 906296, 539997, 379466, 671921, 553735, 397015, 90790, 402180, 400851, 905952, 734963, 746174, 994393, 669498, 477668, 379564, 754136, 477919, 740214, 754244
45 : 228924, 344883, 342308, 910221, 736546, 311025, 905059, 780128, 151650, 308072, 320144, 954893, 811671, 413836, 174823, 785217, 179005, 811894, 957010, 433320, 175766, 453002, 411517, 905616, 82607, 358071, 820941, 905132, 220614, 176023, 812385, 344793, 314362, 812494, 351987, 290912, 327992, 103931, 37601, 37599, 827163, 482497, 826999, 21980, 780322, 339933, 175843, 103857, 341048, 339510
46 : 914759, 236649, 651644, 503278, 478635, 283435, 950093, 139704, 750166, 817686, 289677, 76921, 838247, 988533, 8218, 734481, 788681, 134243, 8997, 537153, 744870, 346543, 653680, 45269, 739335, 411566, 411595, 236009, 326954, 345081, 231547, 9669, 417192, 575120, 408718, 999229, 117156, 207277, 99866, 346534, 535790, 369606, 478548, 289779, 998162, 417152, 997994, 750523, 657906, 5880
47 : 766706, 885958, 852745, 47422, 919634, 432438, 700195, 705430, 210301, 93258, 47390, 594575, 253953, 482706, 806645, 138342, 437086, 708193, 922091, 729611, 747813, 888229, 593578, 931313, 701171, 858681, 124194, 327485, 88749, 864010, 388928, 483060, 925045, 926549, 125623, 388098, 392988, 598094, 17798, 124883, 129673, 5641, 389019, 138708, 866052, 395011, 112116, 575286, 88744, 676288
48 : 375922, 287354, 54225, 863888, 983386, 250461, 974296, 772101, 533809, 947064, 873339, 220894, 376001, 354030, 5772, 850851, 470981, 754052, 417082, 863877, 640657, 871696, 491955, 384260, 282953, 632830, 54222, 652649, 863419, 991578, 673390, 325013, 447069, 121976, 872563, 286090, 873171, 285344, 410324, 479500, 68544, 533961, 287220, 151506, 151236, 151333, 122253, 5750, 104988, 5213
49 : 708755, 53701, 739140, 521864, 336756, 608899, 390376, 736481, 16538, 306171, 558375, 30674, 51028, 632208, 79620, 691303, 30440, 50686, 823529, 639813, 716517, 108519, 389989, 719257, 723373, 699300, 420624, 700820, 292634, 534632, 823640, 953450, 373664, 336709, 48571, 426862, 559574, 961140, 30336, 451694, 296791, 79580, 5138, 789691, 79696, 168390, 789068, 79548, 189094, 5084
50 : 977037, 573496, 958648, 234908, 177369, 466700, 402766, 752847, 599680, 78406, 227212, 260306, 327211, 125796, 293303, 229294, 114434, 794441, 5110, 861794, 310416, 163440, 165711, 353396, 227502, 254878, 128833, 777955, 236987, 73934, 108330, 352116, 165799, 580075, 759788, 8060, 237178, 870692, 758255, 256827, 758834, 238731, 575049, 356987, 29422, 412388, 412765, 6627, 5012, 5653
51 : 907122, 874240, 54978, 872673, 479509, 687585, 89679, 907897, 766042, 250060, 582964, 403006, 938576, 399823, 11730, 10903, 782154, 781674, 920157, 830007, 383992, 744599, 55566, 957081, 397824, 636082, 945527, 442635, 914442, 981862, 774083, 562017, 85541, 919794, 986376, 6343, 164410, 84314, 402541, 770374, 405826, 56891, 898134, 86102, 774030, 863669, 571831, 571827, 6192, 6123
52 : 356701, 286143, 5673, 934337, 230345, 601599, 781390, 713982, 84010, 915493, 44394, 321785, 924156, 511660, 390009, 226027, 188705, 515030, 265074, 200796, 305954, 365006, 122872, 82912, 714059, 500929, 122642, 236677, 141067, 303901, 294174, 292941, 336943, 340182, 340296, 457133, 300557, 541492, 457767, 453455, 541539, 336721, 517274, 315815, 781199, 892861, 781593, 339633, 352562, 353210
53 : 263039, 516553, 459275, 37709, 448383, 509064, 467880, 413794, 915945, 771871, 310801, 344883, 496342, 637955, 780194, 68512, 888916, 887416, 344793, 116465, 68594, 242177, 583553, 806165, 79602, 103857, 780128, 323292, 263502, 82784, 233713, 308469, 102078, 101261, 175395, 433970, 179420, 357055, 242141, 367362, 862947, 101249, 459172, 745993, 745960, 323246, 8612, 339510, 233832, 351987
54 : 541413, 190782, 447062, 446232, 768461, 758902, 446326, 541379, 676271, 604948, 603718, 686920, 447409, 112527, 861712, 191068, 971125, 666855, 123205, 448032, 190762, 699019, 604318, 6158, 447470, 862270, 755597, 447486, 861771, 540231, 666774, 870153, 443095, 604995, 865171, 667418, 446688, 666944, 146500, 667019, 603713, 952895, 906435, 951184, 863411, 870851, 411892, 446585, 113250, 112794
55 : 901261, 674757, 37674, 314738, 38450, 747451, 977596, 38032, 537655, 743056, 747492, 5499, 6004, 754113, 39406, 378793, 605011, 280913, 238417, 141642, 980435, 593521, 736943, 39436, 229049, 753522, 38660, 39480, 750066, 5830, 39442, 379462, 254365, 38393, 754133, 779891, 683230, 737065, 212545, 38500, 427728, 583247, 38397, 39351, 38490, 683190, 39257, 38460, 235088, 228527
56 : 695973, 744752, 823540, 11738, 805039, 279486, 261443, 544114, 499357, 748306, 270365, 206087, 389803, 699421, 524947, 363522, 605061, 480475, 279049, 177666, 79638, 424310, 369637, 37090, 168143, 732965, 518988, 514182, 152552, 603409, 31920, 152096, 363623, 324833, 736291, 472375, 4903, 748000, 331837, 540901, 105292, 79528, 312604, 84208, 419768, 279393, 279070, 307829, 79553, 308262
57 : 753477, 239099, 208258, 432923, 254474, 208310, 308648, 221159, 41984, 515004, 389133, 223381, 782220, 29693, 5284, 561522, 254374, 214651, 214785, 746054, 685524, 16663, 273944, 195128, 579382, 545950, 483179, 214354, 607932, 214386, 686203, 541889, 389145, 541839, 917398, 208338, 595994, 562251, 389229, 863199, 469532, 562323, 916109, 225733, 214355, 469634, 966411, 5211, 556125, 966916
58 : 7024, 352335, 31643, 212191, 47561, 990735, 309138, 868268, 316639, 14869, 624885, 47553, 359231, 517464, 420107, 517634, 360957, 700689, 364587, 228555, 462469, 318991, 360588, 851781, 531090, 536549, 777700, 359667, 864378, 228708, 381262, 851812, 335100, 80130, 580508, 320913, 146598, 228077, 779004, 65966, 462136, 383164, 949157, 237441, 172684, 381601, 536562, 716064, 626572, 7237
59 : 447160, 666788, 375145, 446358, 620522, 6692, 446689, 446962, 676272, 446233, 217060, 447168, 569221, 768544, 217327, 375080, 447577, 447559, 952894, 447717, 672333, 837914, 830217, 447775, 217887, 447421, 871976, 910726, 768366, 755598, 373719, 768446, 768338, 673597, 657378, 673464, 6376, 7171, 6648, 768413, 830132, 673996, 830147, 672523, 768289, 672413, 768167, 6612, 6316, 6834
60 : 458158, 729920, 805550, 903691, 22391, 23982, 151348, 371380, 513243, 500668, 221867, 336728, 364064, 529299, 748821, 500246, 616084, 59773, 780082, 566609, 627816, 400319, 659104, 305553, 112208, 436896, 402994, 725057, 724824, 907633, 455319, 627994, 112217, 781584, 724747, 168629, 227375, 455217, 576151, 780092, 311418, 399367, 336785, 227388, 864283, 509171, 411641, 615794, 421775, 5278
61 : 635689, 356855, 442116, 935964, 780843, 593887, 287403, 238801, 358336, 781011, 791909, 349114, 238179, 46025, 364882, 46395, 228878, 263578, 271252, 192436, 689998, 307615, 271244, 192428, 268189, 203911, 46261, 655667, 845815, 244500, 331430, 689947, 593594, 418312, 112043, 660891, 426645, 271256, 192440, 46221, 781951, 816034, 848323, 103322, 566368, 47079, 101592, 8564, 777151, 8402
62 : 643171, 654282, 825019, 757864, 423107, 448975, 898341, 652460, 563584, 423933, 655435, 890490, 890113, 757948, 616263, 821773, 910997, 674575, 449203, 655001, 639193, 537838, 428591, 428745, 905853, 380659, 654582, 714965, 654976, 591545, 655704, 380350, 893191, 563394, 821712, 448955, 656087, 890693, 428667, 616027, 654280, 423938, 890256, 449099, 825006, 655178, 838480, 838648, 838412, 6560
63 : 536560, 536201, 988559, 480148, 490019, 973329, 516851, 614806, 72174, 754909, 413913, 480169, 437995, 473385, 307515, 754772, 339276, 140118, 415603, 828400, 754676, 186222, 582589, 6440, 453362, 940151, 276987, 198171, 889767, 54160, 535994, 151552, 574046, 518559, 453913, 413918, 930044, 353904, 151890, 536232, 512491, 989396, 682414, 590708, 694080, 439221, 7094, 5989, 6413, 6321
64 : 37808, 269179, 204901, 191270, 55683, 891546, 543998, 616527, 994248, 45284, 375986, 474320, 5440, 502781, 374204, 218073, 641249, 769997, 49136, 846637, 856372, 768530, 440946, 810017, 387016, 917953, 389623, 675345, 826915, 770217, 641218, 826585, 890029, 682797, 891088, 173002, 401296, 641803, 560584, 410989, 901459, 422008, 397755, 675309, 546683, 641183, 617044, 848657, 476004, 5635
65 : 212503, 475025, 51731, 93292, 301437, 44931, 976555, 479221, 433057, 478950, 813075, 495408, 211639, 983148, 109811, 537622, 58267, 396183, 974627, 475404, 461701, 304041, 256979, 457414, 56110, 157836, 50832, 139673, 863273, 303868, 447150, 944767, 258052, 58168, 870558, 228997, 251521, 725944, 250950, 861875, 157002, 569962, 781821, 576180, 869634, 52188, 606380, 782307, 6405, 992978
66 : 475437, 472352, 552772, 970835, 643394, 542174, 612136, 386754, 51841, 876631, 57115, 477646, 478315, 230142, 54553, 821585, 807550, 848716, 669398, 74154, 805921, 974770, 55410, 552589, 685523, 774849, 51560, 688542, 389087, 755173, 558026, 7159, 230466, 102476, 995472, 540216, 854558, 54581, 5242, 476878, 997979, 102274, 53298, 7758, 414228, 376423, 7346, 686362, 5669, 5390
67 : 107373, 52294, 419611, 6857, 479919, 188589, 405753, 93590, 767960, 441361, 477298, 124972, 51617, 243576, 51087, 465641, 54919, 51061, 46914, 899389, 160323, 479203, 693104, 476951, 520829, 888810, 137151, 763427, 754310, 993766, 641477, 571846, 888191, 705781, 46942, 538413, 640146, 479037, 476957, 612244, 520776, 38802, 994346, 538358, 543283, 335382, 48146, 213670, 38036, 37790
