49 : 296791, 79580, 5138, 789691, 79696, 168390, 789068, 79548, 189094, 5084
50 : 758834, 238731, 575049, 356987, 29422, 412388, 412765, 6627, 5012, 5653
51 : 405826, 56891, 898134, 86102, 774030, 863669, 571831, 571827, 6192, 6123
52 : 541539, 336721, 517274, 315815, 781199, 892861, 781593, 339633, 352562, 353210
53 : 862947, 101249, 459172, 745993, 745960, 323246, 8612, 339510, 233832, 351987
54 : 603713, 952895, 906435, 951184, 863411, 870851, 411892, 446585, 113250, 112794
55 : 427728, 583247, 38397, 39351, 38490, 683190, 39257, 38460, 235088, 228527
56 : 105292, 79528, 312604, 84208, 419768, 279393, 279070, 307829, 79553, 308262
57 : 469532, 562323, 916109, 225733, 214355, 469634, 966411, 5211, 556125, 966916
58 : 462136, 383164, 949157, 237441, 172684, 381601, 536562, 716064, 626572, 7237
59 : 830132, 673996, 830147, 672523, 768289, 672413, 768167, 6612, 6316, 6834
60 : 311418, 399367, 336785, 227388, 864283, 509171, 411641, 615794, 421775, 5278
61 : 781951, 816034, 848323, 103322, 566368, 47079, 101592, 8564, 777151, 8402
62 : 654280, 423938, 890256, 449099, 825006, 655178, 838480, 838648, 838412, 6560
63 : 512491, 989396, 682414, 590708, 694080, 439221, 7094, 5989, 6413, 6321
64 : 901459, 422008, 397755, 675309, 546683, 641183, 617044, 848657, 476004, 5635
65 : 157002, 569962, 781821, 576180, 869634, 52188, 606380, 782307, 6405, 992978
66 : 997979, 102274, 53298, 7758, 414228, 376423, 7346, 686362, 5669, 5390
67 : 520776, 38802, 994346, 538358, 543283, 335382, 48146, 213670, 38036, 37790
68 : 741851, 323185, 528107, 814152, 477883, 734709, 814150, 743583, 475045, 745206
69 : 465284, 239136, 634609, 322838, 458570, 778803, 231693, 229951, 511904, 956344
70 : 768033, 543487, 768142, 655162, 6804, 541740, 768112, 5912, 6430, 6124
71 : 496198, 217444, 887421, 5155, 399103, 795787, 795689, 754927, 5885, 5826
72 : 483587, 700028, 277568, 198752, 268892, 204614, 906834, 699496, 57922, 448667
73 : 256424, 88691, 574996, 986963, 573991, 86188, 470408, 405640, 190271, 6853
74 : 55790, 831381, 724824, 548275, 426817, 314481, 437048, 426975, 353104, 7364
75 : 456105, 335363, 952748, 481177, 7616, 823106, 106343, 937405, 874762, 6553
76 : 821033, 890258, 284144, 267648, 203370, 273005, 194189, 324333, 218377, 120210
77 : 87779, 468269, 171405, 32969, 30911, 907550, 988313, 581325, 322937, 908325
78 : 92163, 730884, 151237, 464949, 496766, 465039, 464954, 547884, 924921, 544739
79 : 674756, 118923, 411888, 8486, 673324, 5967, 8069, 138184, 919617, 6070
80 : 66816, 870629, 420058, 588905, 918058, 610680, 900930, 7188, 591140, 7451
81 : 11237, 365342, 834026, 888353, 603552, 800817, 223910, 986179, 840245, 833230
82 : 196602, 154577, 210676, 679265, 522375, 806288, 127248, 280953, 31395, 177759
83 : 905839, 566213, 6778, 40878, 74493, 414280, 847922, 714059, 6005, 296270
84 : 215822, 351328, 299339, 469776, 711937, 280838, 216176, 32475, 227733, 8894
85 : 480026, 409350, 208081, 479638, 479823, 479889, 797123, 802125, 419010, 754930
86 : 114829, 526166, 808513, 253067, 424719, 900912, 910669, 73061, 642062, 807714
87 : 820955, 642572, 417700, 521335, 282502, 643125, 39337, 297056, 526037, 7722
88 : 38240, 7065, 8899, 38386, 38522, 38545, 6901, 38464, 39462, 7098
89 : 825058, 521135, 386717, 187888, 825274, 823542, 7118, 811323, 754531, 7627
90 : 815524, 85193, 815425, 85967, 815326, 815480, 821939, 84465, 9417, 9258
91 : 910423, 783564, 407337, 876763, 802478, 187329, 707795, 57569, 648328, 439826
92 : 863588, 942656, 956233, 183768, 349404, 792323, 806838, 511325, 7797, 8356
93 : 196106, 963357, 826938, 311426, 742556, 742597, 742678, 338664, 437379, 991587
94 : 478217, 875276, 856493, 616609, 985312, 857588, 962974, 986478, 37970, 8419
95 : 312589, 625082, 332566, 785689, 916928, 298797, 332322, 691386, 664898, 849118
96 : 24937, 518456, 307804, 354583, 519686, 656723, 267400, 203122, 309650, 436416
97 : 266655, 202377, 397268, 260607, 381144, 57297, 84157, 84825, 807683, 8825
98 : 207803, 280557, 793629, 39076, 37993, 37844, 896881, 768297, 911693, 112511
99 : 305493, 369366, 155524, 753679, 637319, 368453, 8782, 753623, 440321, 8082
Execution time: 49700 milliseconds
